date,Etel√§esplanadi,Kaivokatu,Kuusisaarentie,Merikannontie
2016-07-10,935,,667,1427
2016-07-11,1662,,1312,2212
2016-07-12,2185,,1643,3109
2016-07-13,2332,,1796,3368
2016-07-14,2497,,1838,3583
2016-07-15,751,,478,877
2016-07-16,1405,,954,1967
2016-07-17,1033,,752,1540
2016-07-18,2049,,1524,3011
2016-07-19,2467,,1865,3868
2016-07-20,2285,,1900,3695
2016-07-21,2134,,1442,2578
2016-07-22,1797,,1143,2108
2016-07-23,1358,,693,1691
2016-07-24,1480,,1249,2852
2016-07-25,2562,,1794,4041
2016-07-26,2668,,2092,3933
2016-07-27,2694,,1965,3900
2016-07-28,2159,,1531,3010
2016-07-29,2240,,1360,3027
2016-07-30,1856,,1223,2610
2016-07-31,1323,,897,1913
2016-08-01,2508,,1985,3803
2016-08-02,2839,,2097,4029
2016-08-03,3005,,2154,4520
2016-08-04,2194,,1355,2897
2016-08-05,2670,,1513,3492
2016-08-06,1588,,860,2005
2016-08-07,1541,,1201,2423
2016-08-08,2856,,2334,4262
2016-08-09,2919,,2100,2332
2016-08-10,2846,,2198,3471
2016-08-11,3205,,2093,3520
2016-08-12,2867,,1895,3153
2016-08-13,1114,,314,759
2016-08-14,1538,,846,1690
2016-08-15,3044,,2532,4034
2016-08-16,1751,,1331,1918
2016-08-17,2104,,1667,2712
2016-08-18,2094,,1344,2186
2016-08-19,2761,,2092,3047
2016-08-20,1920,,1236,2782
2016-08-21,1502,,1405,2697
2016-08-22,2077,,1979,2805
2016-08-23,3058,,2473,4038
2016-08-24,3004,,2484,4026
2016-08-25,3375,,1944,3431
2016-08-26,2116,,1390,2303
2016-08-27,1662,,873,1914
2016-08-28,1331,,1221,2240
2016-08-29,1395,,1108,1656
2016-08-30,2013,,1537,2612
2016-08-31,3048,,2513,4016
2016-09-01,2867,,2061,3356
2016-09-02,2719,,1880,3176
2016-09-03,1029,,562,1169
2016-09-04,1247,,966,2199
2016-09-05,2804,,2237,3746
2016-09-06,2906,,2285,3826
2016-09-07,2914,,2147,3590
2016-09-08,2955,,2197,3626
2016-09-09,2690,,1788,3106
2016-09-10,1393,,827,1672
2016-09-11,1316,,1127,2207
2016-09-12,2714,,2313,3735
2016-09-13,3005,,2500,4159
2016-09-14,2780,,2350,3722
2016-09-15,2673,,1912,2994
2016-09-16,2355,,1735,2636
2016-09-17,1241,,710,1315
2016-09-18,1218,,985,1926
2016-09-19,2465,,2012,3150
2016-09-20,2768,,2216,3394
2016-09-21,2690,,2108,3392
2016-09-22,2621,,1757,2876
2016-09-23,2188,,1488,2297
2016-09-24,1150,,636,1273
2016-09-25,1058,,615,1402
2016-09-26,2536,,1927,3297
2016-09-27,2783,,2070,3372
2016-09-28,1840,,1319,2012
2016-09-29,1963,,1310,2097
2016-09-30,1807,,1137,2068
2016-10-01,1109,,624,1310
2016-10-02,1150,,884,1784
2016-10-03,2249,,1853,3045
2016-10-04,2201,,1631,2680
2016-10-05,2220,,1578,2492
2016-10-06,2142,,1469,2311
2016-10-07,1815,,1231,1962
2016-10-08,967,,422,957
2016-10-09,686,,455,907
2016-10-10,1881,,1524,2383
2016-10-11,1939,,1449,2357
2016-10-12,1884,,1395,2251
2016-10-13,1754,,1201,2140
2016-10-14,1496,,1037,1729
2016-10-15,723,,377,786
2016-10-16,689,,459,1076
2016-10-17,1736,,1287,2189
2016-10-18,1709,,1312,2263
2016-10-19,1762,,1255,2144
2016-10-20,1690,,1099,1908
2016-10-21,1368,,856,1454
2016-10-22,585,,278,635
2016-10-23,476,,297,698
2016-10-24,1344,,1011,1676
2016-10-25,1085,,807,1331
2016-10-26,1334,,787,1519
2016-10-27,948,,637,1065
2016-10-28,800,,532,904
2016-10-29,620,,334,696
2016-10-30,496,,287,759
2016-10-31,1380,,1039,1713
2016-11-01,1124,,849,1494
2016-11-02,608,,450,717
2016-11-03,454,,440,538
2016-11-04,418,,405,547
2016-11-05,158,,137,226
2016-11-06,139,,89,135
2016-11-07,411,,511,579
2016-11-08,296,,322,386
2016-11-09,223,,207,174
2016-11-10,318,,346,376
2016-11-11,327,,342,354
2016-11-12,146,,93,111
2016-11-13,108,,107,107
2016-11-14,380,,508,551
2016-11-15,423,,464,561
2016-11-16,457,,380,555
2016-11-17,511,,349,582
2016-11-18,569,,382,624
2016-11-19,316,,210,394
2016-11-20,242,,147,347
2016-11-21,786,,576,996
2016-11-22,822,,607,1152
2016-11-23,781,,508,1040
2016-11-24,721,,440,845
2016-11-25,757,,418,802
2016-11-26,382,,193,416
2016-11-27,257,,136,289
2016-11-28,530,,466,724
2016-11-29,594,,458,784
2016-11-30,650,,401,850
2016-12-01,609,,421,760
2016-12-02,569,,360,639
2016-12-03,265,,103,277
2016-12-04,181,,88,247
2016-12-05,513,,278,598
2016-12-06,214,,120,217
2016-12-07,567,,373,774
2016-12-08,583,,406,691
2016-12-09,598,,373,711
2016-12-10,259,,131,253
2016-12-11,178,,111,217
2016-12-12,482,,399,699
2016-12-13,594,,417,763
2016-12-14,538,,392,743
2016-12-15,567,,379,682
2016-12-16,528,,307,644
2016-12-17,247,,114,219
2016-12-18,187,,93,218
2016-12-19,535,,419,682
2016-12-20,589,,330,721
2016-12-21,607,,292,676
2016-12-22,505,,272,642
2016-12-23,368,,186,375
2016-12-24,54,,28,92
2016-12-25,84,,81,204
2016-12-26,120,,110,303
2016-12-27,371,,223,502
2016-12-28,362,,227,492
2016-12-29,391,,211,498
2016-12-30,392,,204,526
2016-12-31,238,,131,315
2017-01-01,158,,151,285
2017-01-02,419,,375,589
2017-01-03,288,,349,462
2017-01-04,232,,244,309
2017-01-05,195,,154,223
2017-01-06,99,,42,79
2017-01-07,102,,42,80
2017-01-08,135,,95,259
2017-01-09,449,,488,615
2017-01-10,469,,405,694
2017-01-11,404,,375,563
2017-01-12,406,,314,516
2017-01-13,379,,281,450
2017-01-14,204,,116,254
2017-01-15,147,,86,211
2017-01-16,454,,442,673
2017-01-17,474,,457,744
2017-01-18,503,,428,672
2017-01-19,509,,446,648
2017-01-20,480,,385,569
2017-01-21,199,,107,235
2017-01-22,168,,151,247
2017-01-23,489,,510,698
2017-01-24,536,,462,730
2017-01-25,490,,439,667
2017-01-26,507,,402,706
2017-01-27,523,,443,685
2017-01-28,248,,120,193
2017-01-29,203,,126,183
2017-01-30,440,,451,584
2017-01-31,532,,479,725
2017-02-01,475,,513,694
2017-02-02,494,,436,703
2017-02-03,467,,383,574
2017-02-04,208,,120,210
2017-02-05,126,,109,213
2017-02-06,374,,494,627
2017-02-07,410,,377,542
2017-02-08,360,,346,545
2017-02-09,394,,354,495
2017-02-10,421,,364,532
2017-02-11,146,,92,179
2017-02-12,164,,119,185
2017-02-13,525,,487,686
2017-02-14,623,,569,854
2017-02-15,608,,513,730
2017-02-16,569,,458,728
2017-02-17,495,,406,585
2017-02-18,247,,190,355
2017-02-19,171,,134,272
2017-02-20,423,,417,612
2017-02-21,416,,481,623
2017-02-22,369,,396,485
2017-02-23,279,,263,364
2017-02-24,296,,289,399
2017-02-25,141,,100,206
2017-02-26,106,,97,138
2017-02-27,418,,542,588
2017-02-28,458,,564,658
2017-03-01,485,,464,628
2017-03-02,496,,468,641
2017-03-03,435,,484,591
2017-03-04,187,,108,240
2017-03-05,167,,165,332
2017-03-06,512,,636,713
2017-03-07,432,,462,578
2017-03-08,417,,398,517
2017-03-09,473,,466,562
2017-03-10,496,,468,567
2017-03-11,350,,240,442
2017-03-12,247,,212,431
2017-03-13,610,,690,875
2017-03-14,623,,669,841
2017-03-15,691,,683,989
2017-03-16,803,,752,1146
2017-03-17,415,,370,535
2017-03-18,335,,239,438
2017-03-19,277,,293,521
2017-03-20,773,,817,1033
2017-03-21,638,,598,889
2017-03-22,672,,567,861
2017-03-23,861,,873,1362
2017-03-24,774,,696,980
2017-03-25,348,,236,458
2017-03-26,334,,416,889
2017-03-27,985,,996,1482
2017-03-28,974,,961,1418
2017-03-29,1014,,874,1328
2017-03-30,1029,,831,1332
2017-03-31,444,,360,526
2017-04-01,232,,171,283
2017-04-02,357,,462,774
2017-04-03,1156,,1026,1409
2017-04-04,1187,,1221,1847
2017-04-05,1025,,990,1430
2017-04-06,1369,,1308,1858
2017-04-07,1047,,862,1311
2017-04-08,668,,516,963
2017-04-09,508,,607,1002
2017-04-10,1243,,1256,1808
2017-04-11,1346,,1242,1947
2017-04-12,1295,,1159,1794
2017-04-13,665,,573,865
2017-04-14,334,,363,661
2017-04-15,336,,295,598
2017-04-16,214,,298,522
2017-04-17,340,,458,876
2017-04-18,1281,,1258,1895
2017-04-19,1466,,1310,2098
2017-04-20,1394,,1127,1682
2017-04-21,1088,,899,1454
2017-04-22,555,,499,854
2017-04-23,392,,412,809
2017-04-24,1559,,1429,2397
2017-04-25,964,,825,1369
2017-04-26,1253,,987,1687
2017-04-27,1584,,1344,2041
2017-04-28,1381,,1165,1947
2017-04-29,357,,220,398
2017-04-30,386,,219,378
2017-05-01,880,,805,2011
2017-05-02,2034,,2094,3324
2017-05-03,2376,,2151,3632
2017-05-04,2326,,2087,3368
2017-05-05,2339,,1920,3161
2017-05-06,1617,,1125,2696
2017-05-07,1071,,945,2220
2017-05-08,1912,,1585,2393
2017-05-09,1778,,1462,2358
2017-05-10,1738,,1307,2122
2017-05-11,1900,,1388,2229
2017-05-12,2041,,1449,2579
2017-05-13,1386,,916,1590
2017-05-14,1065,,1138,2459
2017-05-15,2030,,1904,3113
2017-05-16,2632,,2293,3839
2017-05-17,2278,,1904,3090
2017-05-18,2243,,1781,2790
2017-05-19,2812,,1993,3851
2017-05-20,2171,,1153,3139
2017-05-21,1762,,1528,3547
2017-05-22,2814,,2328,4048
2017-05-23,3024,,2445,4323
2017-05-24,2903,,2179,3945
2017-05-25,1767,,1340,3796
2017-05-26,2359,,1555,3411
2017-05-27,1360,,817,1947
2017-05-28,1586,,1303,3322
2017-05-29,2815,,2529,4419
2017-05-30,2788,,2158,3968
2017-05-31,2387,,1703,3157
2017-06-01,2348,,1792,3206
2017-06-02,2054,,1660,2559
2017-06-03,1443,,817,2083
2017-06-04,1821,,1235,3162
2017-06-05,1713,,1416,2324
2017-06-06,3391,,2729,5110
2017-06-07,3565,,2951,5541
2017-06-08,1272,,1053,1697
2017-06-09,3244,,1830,4874
2017-06-10,2053,,1121,3160
2017-06-11,1806,,1416,2915
2017-06-12,962,,881,1450
2017-06-13,2175,,1662,2813
2017-06-14,3176,,2742,5047
2017-06-15,3461,,2623,5096
2017-06-16,3131,,2158,4230
2017-06-17,2299,,1112,3314
2017-06-18,1454,,969,2465
2017-06-19,3180,,2640,5745
2017-06-20,1552,,991,1946
2017-06-21,2513,,2042,3499
2017-06-22,2038,,1354,2468
2017-06-23,1005,,652,1611
2017-06-24,836,,687,1456
2017-06-25,955,,865,1862
2017-06-26,2368,,1783,3395
2017-06-27,2485,,1798,3482
2017-06-28,3123,,2446,4806
2017-06-29,3385,,2379,4831
2017-06-30,2038,,1155,2277
2017-07-01,1194,,571,1491
2017-07-02,1449,,1218,2922
2017-07-03,1895,,1345,2827
2017-07-04,2733,,2020,3821
2017-07-05,2369,,1610,3084
2017-07-06,2302,,1494,2995
2017-07-07,2522,,1528,3125
2017-07-08,1831,,1031,2320
2017-07-09,1464,,1470,3329
2017-07-10,2601,,1976,4412
2017-07-11,1566,,1009,1963
2017-07-12,2191,,1499,3086
2017-07-13,1500,,959,1905
2017-07-14,2347,,1362,3003
2017-07-15,1758,,1067,2929
2017-07-16,1642,,1329,3716
2017-07-17,1432,,1009,2089
2017-07-18,2030,,1508,3040
2017-07-19,1831,,1301,2256
2017-07-20,2063,,1426,2717
2017-07-21,2210,,1256,3009
2017-07-22,1610,,856,2006
2017-07-23,1555,,1369,3023
2017-07-24,1953,,1436,2791
2017-07-25,2057,,1473,2898
2017-07-26,2702,,1995,4053
2017-07-27,2790,,1885,4331
2017-07-28,2143,,1348,2741
2017-07-29,1810,,1070,2358
2017-07-30,1607,,1639,3787
2017-07-31,2289,,1615,3160
2017-08-01,3190,,2353,4602
2017-08-02,1736,,1046,2228
2017-08-03,3388,,2315,4808
2017-08-04,1413,,670,1480
2017-08-05,1652,,950,2116
2017-08-06,1009,,752,1449
2017-08-07,2132,,1844,3076
2017-08-08,3392,,2957,5302
2017-08-09,3546,,2942,5195
2017-08-10,3496,,2515,4620
2017-08-11,3786,,2227,4347
2017-08-12,2185,,788,2274
2017-08-13,1824,,971,2056
2017-08-14,3375,,3108,5412
2017-08-15,3781,,3331,5956
2017-08-16,3424,,2770,4741
2017-08-17,3084,,2200,4133
2017-08-18,2939,,2195,3587
2017-08-19,1359,,530,1394
2017-08-20,1588,,1322,2676
2017-08-21,3076,,2693,4500
2017-08-22,3111,,2304,4270
2017-08-23,3254,,2577,4059
2017-08-24,3589,,2131,4186
2017-08-25,2017,,1451,2465
2017-08-26,1351,,644,1296
2017-08-27,1207,,992,1820
2017-08-28,2770,,2407,3882
2017-08-29,3055,,2333,3971
2017-08-30,2930,,2161,3723
2017-08-31,2073,,1439,2525
2017-09-01,2584,,1688,2898
2017-09-02,1315,,733,1566
2017-09-03,1146,,843,1767
2017-09-04,2606,,2200,3747
2017-09-05,2701,,2210,3850
2017-09-06,2695,,2204,3610
2017-09-07,2211,,1614,2732
2017-09-08,2057,,1517,2517
2017-09-09,593,,208,464
2017-09-10,770,,476,1087
2017-09-11,2681,,2426,3984
2017-09-12,1605,,1116,2203
2017-09-13,2676,,2251,3709
2017-09-14,1900,,1349,2230
2017-09-15,2099,,1439,2372
2017-09-16,989,,632,1081
2017-09-17,1277,,1126,2296
2017-09-18,2456,,2088,3292
2017-09-19,2399,,1878,3111
2017-09-20,2340,,1752,2990
2017-09-21,2552,,1871,3087
2017-09-22,1683,,1217,1950
2017-09-23,1373,,809,1849
2017-09-24,1235,,1074,2260
2017-09-25,2452,,2179,3657
2017-09-26,2488,,2077,3138
2017-09-27,2478,,1954,3278
2017-09-28,2482,,1824,3006
2017-09-29,2250,,1589,2828
2017-09-30,996,,532,1114
2017-10-01,897,,533,1157
2017-10-02,,,1762,2831
2017-10-03,,,686,1154
2017-10-04,1350,,1009,1788
2017-10-05,1705,,1180,2025
2017-10-06,1917,,1241,2180
2017-10-07,1023,,437,978
2017-10-08,370,,185,417
2017-10-09,1119,,942,1580
2017-10-10,962,,850,1318
2017-10-11,1457,,1104,1818
2017-10-12,1413,,1050,1651
2017-10-13,1468,,1057,1808
2017-10-14,573,,255,509
2017-10-15,792,,706,1404
2017-10-16,1528,,1117,2052
2017-10-17,1595,,1044,1923
2017-10-18,1762,,1175,2033
2017-10-19,1737,,1208,2090
2017-10-20,1540,,950,1799
2017-10-21,675,,396,891
2017-10-22,592,,386,818
2017-10-23,1557,,1113,1940
2017-10-24,1445,,935,1625
2017-10-25,1479,,1001,1693
2017-10-26,545,,414,656
2017-10-27,526,,411,572
2017-10-28,278,,113,256
2017-10-29,246,,197,298
2017-10-30,1063,,789,1381
2017-10-31,1217,,930,1491
2017-11-01,1171,,828,1422
2017-11-02,1173,,865,1393
2017-11-03,1125,,753,1386
2017-11-04,487,,257,778
2017-11-05,416,,334,682
2017-11-06,974,,805,1332
2017-11-07,1376,,1130,1666
2017-11-08,1231,,828,1643
2017-11-09,1066,,711,1341
2017-11-10,999,1608,699,1287
2017-11-11,328,377,110,266
2017-11-12,316,474,252,564
2017-11-13,1149,1753,888,1537
2017-11-14,1246,1825,812,1505
2017-11-15,1169,1759,747,1476
2017-11-16,1123,1782,737,1378
2017-11-17,807,1225,484,928
2017-11-18,307,512,133,328
2017-11-19,217,356,125,257
2017-11-20,730,1330,588,1141
2017-11-21,631,1054,475,854
2017-11-22,794,1177,514,973
2017-11-23,587,845,441,726
2017-11-24,687,1082,406,768
2017-11-25,442,601,194,456
2017-11-26,227,449,106,302
2017-11-27,765,1311,507,1148
2017-11-28,794,1198,539,1055
2017-11-29,754,1110,436,975
2017-11-30,761,1087,456,1013
2017-12-01,464,645,293,626
2017-12-02,301,406,110,238
2017-12-03,174,288,87,203
2017-12-04,868,1315,574,1083
2017-12-05,842,1335,481,929
2017-12-06,337,508,109,318
2017-12-07,574,828,390,685
2017-12-08,490,883,301,611
2017-12-09,343,569,156,319
2017-12-10,280,463,235,382
2017-12-11,834,1304,610,1122
2017-12-12,331,562,323,573
2017-12-13,509,767,311,633
2017-12-14,600,970,404,728
2017-12-15,316,499,204,403
2017-12-16,246,414,88,236
2017-12-17,206,400,112,285
2017-12-18,716,1169,448,866
2017-12-19,687,1098,415,783
2017-12-20,760,1195,381,864
2017-12-21,634,1041,355,751
2017-12-22,499,923,278,633
2017-12-23,147,212,47,100
2017-12-24,83,284,97,171
2017-12-25,58,137,59,144
2017-12-26,110,222,98,183
2017-12-27,293,486,174,404
2017-12-28,387,613,230,474
2017-12-29,317,503,152,384
2017-12-30,262,421,146,301
2017-12-31,163,344,136,277
2018-01-01,139,237,78,173
2018-01-02,452,812,326,691
2018-01-03,508,907,449,837
2018-01-04,583,880,434,763
2018-01-05,508,848,327,676
2018-01-06,287,461,162,328
2018-01-07,201,338,150,320
2018-01-08,549,948,522,888
2018-01-09,696,1073,545,937
2018-01-10,677,1083,503,960
2018-01-11,612,1027,484,814
2018-01-12,534,1005,448,780
2018-01-13,270,450,129,310
2018-01-14,230,398,187,359
2018-01-15,598,957,545,905
2018-01-16,550,933,530,734
2018-01-17,410,816,456,704
2018-01-18,276,558,352,531
2018-01-19,301,608,390,547
2018-01-20,134,283,106,204
2018-01-21,108,184,106,201
2018-01-22,373,671,455,680
2018-01-23,361,773,465,621
2018-01-24,179,474,239,463
2018-01-25,327,560,194,444
2018-01-26,471,876,368,715
2018-01-27,188,378,127,292
2018-01-28,151,255,104,233
2018-01-29,494,847,476,817
2018-01-30,456,788,454,757
2018-01-31,448,805,402,741
2018-02-01,144,401,164,286
2018-02-02,414,1009,348,592
2018-02-03,123,249,77,145
2018-02-04,82,195,77,157
2018-02-05,297,708,382,583
2018-02-06,286,652,364,526
2018-02-07,218,572,399,532
2018-02-08,286,565,426,523
2018-02-09,235,544,374,472
2018-02-10,112,227,82,155
2018-02-11,87,211,87,204
2018-02-12,300,629,518,633
2018-02-13,302,614,383,536
2018-02-14,360,763,413,602
2018-02-15,303,667,422,586
2018-02-16,307,592,363,527
2018-02-17,105,255,81,143
2018-02-18,98,180,92,192
2018-02-19,208,456,355,477
2018-02-20,275,431,325,448
2018-02-21,259,455,285,424
2018-02-22,202,508,274,392
2018-02-23,207,456,219,298
2018-02-24,109,337,73,130
2018-02-25,81,196,81,149
2018-02-26,284,527,420,486
2018-02-27,234,560,266,343
2018-02-28,233,614,217,348
2018-03-01,225,626,285,387
2018-03-02,255,473,275,380
2018-03-03,99,195,67,108
2018-03-04,99,208,76,154
2018-03-05,276,552,403,586
2018-03-06,309,650,439,562
2018-03-07,358,629,405,594
2018-03-08,322,618,388,511
2018-03-09,188,512,287,374
2018-03-10,71,284,91,139
2018-03-11,92,290,119,154
2018-03-12,341,697,484,618
2018-03-13,243,558,339,507
2018-03-14,314,648,422,571
2018-03-15,344,659,367,555
2018-03-16,285,620,317,471
2018-03-17,143,256,113,186
2018-03-18,162,316,128,268
2018-03-19,384,754,497,632
2018-03-20,281,742,469,607
2018-03-21,351,721,420,585
2018-03-22,398,729,434,565
2018-03-23,307,738,405,515
2018-03-24,170,335,122,210
2018-03-25,,,180,345
2018-03-26,468,826,541,721
2018-03-27,478,821,537,718
2018-03-28,420,930,544,675
2018-03-29,320,718,408,534
2018-03-30,153,386,166,295
2018-03-31,189,405,157,370
2018-04-01,142,359,201,298
2018-04-02,40,141,43,71
2018-04-03,342,756,419,586
2018-04-04,488,996,542,820
2018-04-05,616,1157,531,843
2018-04-06,577,1200,466,844
2018-04-07,569,999,454,853
2018-04-08,497,995,471,974
2018-04-09,1247,2203,1112,1760
2018-04-10,1177,2083,964,1661
2018-04-11,1396,2343,1091,1881
2018-04-12,1400,2470,1106,1856
2018-04-13,1423,2452,989,1776
2018-04-14,1161,1888,905,1830
2018-04-15,859,1462,746,1609
2018-04-16,954,1648,887,1520
2018-04-17,1810,2976,1405,2388
2018-04-18,1918,3218,1614,2594
2018-04-19,2103,3429,1593,2912
2018-04-20,1987,3218,1295,2380
2018-04-21,1075,1909,629,1378
2018-04-22,613,1268,512,1151
2018-04-23,1919,3146,1552,2563
2018-04-24,1734,2876,1221,2130
2018-04-25,1565,2564,1166,2079
2018-04-26,1877,3088,1485,2445
2018-04-27,1694,3061,1116,2090
2018-04-28,1134,1886,736,1604
2018-04-29,590,1038,361,852
2018-04-30,1759,2813,1186,2255
2018-05-01,627,900,261,582
2018-05-02,1205,2400,1164,1948
2018-05-03,2078,3566,1742,2842
2018-05-04,2206,3558,1557,2688
2018-05-05,1643,2570,1286,2687
2018-05-06,1596,2606,1709,3369
2018-05-07,2842,4824,2465,4177
2018-05-08,3019,5112,2475,4438
2018-05-09,3033,5125,2308,3952
2018-05-10,1686,3165,1519,3633
2018-05-11,2522,4399,1731,3579
2018-05-12,2152,3272,1420,3324
2018-05-13,1621,2463,1813,3996
2018-05-14,3728,5896,3170,5767
2018-05-15,4104,6169,3072,6300
2018-05-16,4140,6518,2737,5643
2018-05-17,4069,6078,2850,5105
2018-05-18,2920,4710,1126,3379
2018-05-19,2669,3671,840,3470
2018-05-20,1937,3258,1674,3900
2018-05-21,3838,5853,2944,5722
2018-05-22,4002,6327,2706,5969
2018-05-23,3965,5956,2198,5289
2018-05-24,3975,5969,1994,5163
2018-05-25,3773,5773,2010,4651
2018-05-26,2669,4387,1409,3654
2018-05-27,2114,3891,1670,3761
2018-05-28,3849,5840,2113,5776
2018-05-29,4385,6232,1979,6480
2018-05-30,4238,6274,1910,5858
2018-05-31,3964,6054,2640,5164
2018-06-01,3906,5267,2709,4599
2018-06-02,2424,3340,1308,3267
2018-06-03,2197,3144,1839,4459
2018-06-04,3538,5285,2977,4477
2018-06-05,2958,4684,2610,3737
2018-06-06,3197,4969,2913,3809
2018-06-07,3348,4945,2556,3954
2018-06-08,3015,4469,2356,3454
2018-06-09,2035,3125,1280,2483
2018-06-10,1740,2851,1807,3318
2018-06-11,3685,5618,3488,5355
2018-06-12,3285,5726,2670,4231
2018-06-13,3862,5786,3420,4902
2018-06-14,3812,5776,3256,4767
2018-06-15,3372,5002,2532,3738
2018-06-16,2573,3288,1640,3346
2018-06-17,1944,2776,1973,3736
2018-06-18,3484,5499,3151,4475
2018-06-19,2533,3770,2076,2842
2018-06-20,3466,5288,2955,4185
2018-06-21,2125,3167,1519,2365
2018-06-22,519,707,314,599
2018-06-23,1052,1431,1029,1823
2018-06-24,813,1352,755,1343
2018-06-25,2165,3989,2341,3593
2018-06-26,2664,5332,3260,4761
2018-06-27,2747,5533,3264,5074
2018-06-28,2893,5479,2686,5340
2018-06-29,1499,3309,1199,2021
2018-06-30,1170,2790,826,1808
2018-07-01,1079,2608,1157,2381
2018-07-02,1283,2859,1557,2211
2018-07-03,1070,2331,1108,1761
2018-07-04,2242,4539,2377,3801
2018-07-05,1580,3487,1843,2793
2018-07-06,1557,3305,1436,2416
2018-07-07,1492,2867,1496,3080
2018-07-08,1100,2302,1528,2441
2018-07-09,1846,4018,2280,3675
2018-07-10,1864,4167,2307,3571
2018-07-11,1996,4369,2355,3941
2018-07-12,1824,4266,2386,4293
2018-07-13,1864,4064,2019,3769
2018-07-14,1335,3156,1452,3195
2018-07-15,1221,3431,1916,3278
2018-07-16,1987,5269,2622,4975
2018-07-17,1727,4466,2428,4630
2018-07-18,1805,4454,2407,4443
2018-07-19,1697,4262,2205,4242
2018-07-20,856,2208,825,1504
2018-07-21,1070,2513,968,2390
2018-07-22,1110,2639,1610,3460
2018-07-23,1591,4179,2324,4464
2018-07-24,1741,4442,2515,4559
2018-07-25,1832,4722,2554,4675
2018-07-26,1715,4855,2153,4287
2018-07-27,1743,4196,1871,3792
2018-07-28,1319,2984,1342,2723
2018-07-29,1000,2485,1358,2851
2018-07-30,1847,4739,2742,4723
2018-07-31,2152,5221,3029,5094
2018-08-01,2146,5359,3059,5163
2018-08-02,2171,5327,2900,4847
2018-08-03,1919,4694,2188,3889
2018-08-04,1443,3266,1330,2529
2018-08-05,1244,2924,1593,2943
2018-08-06,2167,5601,3226,4573
2018-08-07,2387,5893,3748,5005
2018-08-08,2435,6307,3896,5569
2018-08-09,2652,6957,3426,5299
2018-08-10,2213,5989,2729,3868
2018-08-11,1769,3745,1508,2964
2018-08-12,1114,2578,774,1396
2018-08-13,2405,5886,3707,4817
2018-08-14,2472,6291,3927,5175
2018-08-15,2483,6258,3461,4643
2018-08-16,2686,6529,3698,5065
2018-08-17,2463,5857,3116,4592
2018-08-18,1478,3386,1464,2454
2018-08-19,1184,3120,1208,2327
2018-08-20,1406,3540,2570,3136
2018-08-21,2160,5598,3238,4449
2018-08-22,2363,5790,3332,4503
