date,Etel√§esplanadi,Kaivokatu,Kuusisaarentie,Merikannontie
2018-08-23,2642,6182,2842,3955
2018-08-24,1974,5165,2793,3903
2018-08-25,1074,2632,976,1847
2018-08-26,722,2255,1021,1756
2018-08-27,1952,5249,3303,4137
2018-08-28,2094,5475,3038,4123
2018-08-29,2193,5816,3477,4697
2018-08-30,1769,4940,2682,3777
2018-08-31,1707,4882,2504,3433
2018-09-01,790,2314,663,1342
2018-09-02,951,2659,1276,2284
2018-09-03,1936,5692,3439,4668
2018-09-04,2000,5514,3075,4161
2018-09-05,1956,5255,2923,3955
2018-09-06,2004,5562,2868,4328
2018-09-07,1790,4907,2510,3549
2018-09-08,1001,3069,1214,2407
2018-09-09,715,2497,1184,2199
2018-09-10,1529,4523,2725,3536
2018-09-11,1166,3346,1865,2668
2018-09-12,1516,4387,2415,3206
2018-09-13,1660,4816,2596,3689
2018-09-14,1427,4110,2016,2827
2018-09-15,482,1410,413,805
2018-09-16,646,2097,1314,2316
2018-09-17,782,2501,1521,2065
2018-09-18,1546,4472,2552,3506
2018-09-19,1743,4829,2814,3882
2018-09-20,1734,4543,2534,3341
2018-09-21,1412,4003,2030,2627
2018-09-22,529,1466,327,791
2018-09-23,654,1930,927,1811
2018-09-24,1442,4512,2507,3223
2018-09-25,1444,4137,2260,3164
2018-09-26,813,2610,1278,1713
2018-09-27,1196,3761,1759,2436
2018-09-28,1110,3576,1642,2229
2018-09-29,563,1744,582,1102
2018-09-30,497,1421,509,951
2018-10-01,1332,4022,2281,2795
2018-10-02,1262,3932,2182,2615
2018-10-03,651,2017,1059,1370
2018-10-04,1177,3553,1851,2436
2018-10-05,772,2191,1064,1353
2018-10-06,551,1737,580,1064
2018-10-07,580,1371,514,1023
2018-10-08,940,2624,1493,1788
2018-10-09,1026,2801,1433,1932
2018-10-10,1344,3705,2024,2606
2018-10-11,1349,3895,1983,2531
2018-10-12,1129,3152,1547,1929
2018-10-13,685,1830,683,1131
2018-10-14,744,1772,1069,1832
2018-10-15,1318,3565,1983,2520
2018-10-16,1268,3436,1849,2351
2018-10-17,1232,3575,1745,2194
2018-10-18,984,2753,1204,1696
2018-10-19,986,2847,1407,1849
2018-10-20,523,1740,502,867
2018-10-21,400,1290,581,986
2018-10-22,1024,2819,1462,1953
2018-10-23,796,2164,1171,1506
2018-10-24,1036,2878,1223,1739
2018-10-25,1000,2864,1360,1784
2018-10-26,778,2171,1092,1386
2018-10-27,377,967,316,513
2018-10-28,326,933,436,740
2018-10-29,589,1542,1019,1173
2018-10-30,528,1476,768,1019
2018-10-31,852,2227,1047,1574
2018-11-01,906,2403,1224,1728
2018-11-02,626,1736,785,1130
2018-11-03,331,965,336,719
2018-11-04,336,892,542,976
2018-11-05,865,2191,1252,1753
2018-11-06,881,2303,1205,1718
2018-11-07,901,2138,1062,1570
2018-11-08,817,2035,1064,1519
2018-11-09,709,1915,850,1299
2018-11-10,289,778,222,451
2018-11-11,193,628,250,483
2018-11-12,623,1503,837,1248
2018-11-13,552,1451,700,1193
2018-11-14,855,2189,1005,1470
2018-11-15,896,2184,1002,1488
2018-11-16,729,1886,812,1227
2018-11-17,378,1036,374,702
2018-11-18,303,788,410,698
2018-11-19,721,1825,935,1361
2018-11-20,734,1828,928,1409
2018-11-21,691,1743,886,1362
2018-11-22,730,1725,793,1267
2018-11-23,556,1595,577,1015
2018-11-24,265,816,244,556
2018-11-25,250,628,193,434
2018-11-26,498,1469,771,1046
2018-11-27,572,1444,690,1027
2018-11-28,516,1401,620,994
2018-11-29,477,1181,493,767
2018-11-30,312,963,362,541
2018-12-01,167,579,147,310
2018-12-02,135,472,152,287
2018-12-03,463,1257,659,907
2018-12-04,382,1054,462,791
2018-12-05,383,1282,547,834
2018-12-06,161,564,162,347
2018-12-07,300,883,347,576
2018-12-08,66,282,65,126
2018-12-09,105,352,94,269
2018-12-10,422,1268,591,883
2018-12-11,505,1440,615,921
2018-12-12,436,1431,600,931
2018-12-13,470,1375,562,848
2018-12-14,406,1203,430,713
2018-12-15,190,514,125,241
2018-12-16,115,330,154,240
2018-12-17,207,763,416,559
2018-12-18,249,905,429,655
2018-12-19,286,936,417,691
2018-12-20,323,886,405,610
2018-12-21,191,677,322,463
2018-12-22,76,198,74,113
2018-12-23,57,175,56,127
2018-12-24,20,68,34,97
2018-12-25,10,80,48,79
2018-12-26,32,163,62,107
2018-12-27,107,372,177,294
2018-12-28,133,429,171,288
2018-12-29,79,264,83,170
2018-12-30,60,290,83,149
2018-12-31,136,371,153,250
2019-01-01,50,146,54,100
2019-01-02,144,410,267,346
2019-01-03,176,490,303,466
2019-01-04,152,524,321,373
2019-01-05,87,271,95,182
2019-01-06,60,232,102,164
2019-01-07,272,797,484,696
2019-01-08,218,637,423,523
2019-01-09,196,637,447,450
2019-01-10,220,722,489,570
2019-01-11,209,664,450,551
2019-01-12,73,314,148,214
2019-01-13,52,262,113,175
2019-01-14,189,696,521,601
2019-01-15,225,725,509,592
2019-01-16,207,789,525,611
2019-01-17,109,419,241,323
2019-01-18,112,522,401,435
2019-01-19,63,242,93,142
2019-01-20,37,211,78,124
2019-01-21,158,508,411,468
2019-01-22,167,538,346,446
2019-01-23,173,635,465,464
2019-01-24,164,651,437,461
2019-01-25,166,572,400,397
2019-01-26,30,156,44,73
2019-01-27,29,140,62,71
2019-01-28,139,485,433,425
2019-01-29,106,380,277,294
2019-01-30,93,429,325,377
2019-01-31,97,527,425,431
2019-02-01,87,488,371,388
2019-02-02,15,159,74,77
2019-02-03,11,85,27,52
2019-02-04,149,504,423,401
2019-02-05,98,403,347,355
2019-02-06,107,448,352,360
2019-02-07,73,446,324,312
2019-02-08,78,433,343,309
2019-02-09,17,177,61,84
2019-02-10,22,140,57,71
2019-02-11,104,473,369,377
2019-02-12,115,593,446,483
2019-02-13,132,567,451,384
2019-02-14,133,648,391,428
2019-02-15,132,614,390,366
2019-02-16,73,284,127,136
2019-02-17,65,218,105,155
2019-02-18,192,597,394,402
2019-02-19,151,524,340,346
2019-02-20,162,580,395,374
2019-02-21,158,563,375,362
2019-02-22,114,485,284,279
2019-02-23,44,341,82,184
2019-02-24,69,301,125,139
2019-02-25,235,892,625,616
2019-02-26,304,1069,632,642
2019-02-27,350,1017,624,663
2019-02-28,291,951,545,623
2019-03-01,241,770,429,465
2019-03-02,105,388,134,229
2019-03-03,97,325,125,247
2019-03-04,311,879,571,638
2019-03-05,219,627,463,438
2019-03-06,193,700,418,482
2019-03-07,166,634,477,435
2019-03-08,172,642,371,380
2019-03-09,70,303,97,149
2019-03-10,84,278,124,143
2019-03-11,250,775,488,455
2019-03-12,237,796,546,487
2019-03-13,228,852,510,466
2019-03-14,226,729,438,423
2019-03-15,204,740,409,445
2019-03-16,90,362,121,183
2019-03-17,82,310,125,235
2019-03-18,287,969,582,707
2019-03-19,384,1034,597,732
2019-03-20,358,1023,614,770
2019-03-21,501,1228,622,889
2019-03-22,396,1172,640,849
2019-03-23,129,427,107,215
2019-03-24,195,648,375,666
2019-03-25,525,1365,898,1030
2019-03-26,568,1402,860,1071
2019-03-27,590,1451,811,1046
2019-03-28,654,1595,883,1199
2019-03-29,632,1745,969,1254
2019-03-30,313,1011,493,803
2019-03-31,222,600,293,541
2019-04-01,884,2239,1271,1682
2019-04-02,1047,2552,1279,1715
2019-04-03,1234,2845,1414,1876
2019-04-04,1195,2999,1413,1970
2019-04-05,1201,2847,1247,1706
2019-04-06,837,2206,872,1720
2019-04-07,695,1606,1040,1873
2019-04-08,836,1983,976,1286
2019-04-09,825,1852,851,1119
2019-04-10,892,2119,1025,1287
2019-04-11,1060,2555,1094,1449
2019-04-12,1070,2609,1174,1496
2019-04-13,610,1700,543,974
2019-04-14,569,1475,768,1154
2019-04-15,1451,3437,1740,2317
2019-04-16,1646,3726,1891,2665
2019-04-17,1587,3967,1830,2544
2019-04-18,1360,3500,1566,2246
2019-04-19,742,1824,935,1792
2019-04-20,649,1757,689,1344
2019-04-21,597,1848,980,1727
2019-04-22,687,1863,1069,1875
2019-04-23,1842,4561,2402,3355
2019-04-24,2072,5089,2470,3684
2019-04-25,1952,5031,2263,3143
2019-04-26,1401,3746,1690,2237
2019-04-27,1506,3361,1558,3118
2019-04-28,791,2341,1116,1921
2019-04-29,1949,4539,2023,2965
2019-04-30,1499,3903,1698,2400
2019-05-01,1095,2515,977,2294
2019-05-02,912,2144,996,1568
2019-05-03,1035,2797,966,1548
2019-05-04,459,1400,431,944
2019-05-05,685,1983,1005,1688
2019-05-06,1875,4541,2294,3210
2019-05-07,1795,4568,2162,3063
2019-05-08,1929,4695,2070,3161
2019-05-09,1937,4607,2156,3249
2019-05-10,1155,2896,1234,1719
2019-05-11,535,1535,500,930
2019-05-12,627,1862,939,1782
2019-05-13,1766,4384,2182,2983
2019-05-14,1910,4943,2349,3503
2019-05-15,2152,5522,2554,3522
2019-05-16,2181,5464,2372,3565
2019-05-17,2141,5279,2187,3377
2019-05-18,1625,3504,965,3191
2019-05-19,1332,2865,1784,3258
2019-05-20,2267,5873,2777,3966
2019-05-21,2487,6141,2843,4442
2019-05-22,2685,6176,2881,4240
2019-05-23,,5601,2167,3191
2019-05-24,,3202,1176,1745
2019-05-25,,2574,623,1088
2019-05-26,,1171,313,567
2019-05-27,,5642,2045,2859
2019-05-28,,4783,2116,3108
2019-05-29,,4546,1853,2789
2019-05-30,,3866,1614,2670
2019-05-31,,3421,1122,1846
2019-06-01,,2593,908,1527
2019-06-02,,2547,1007,1726
2019-06-03,,5949,2758,4018
2019-06-04,,4612,2069,3520
2019-06-05,,6458,3199,4968
2019-06-06,,6579,3063,5121
2019-06-07,,5545,2362,3925
2019-06-08,,3755,1466,3605
2019-06-09,,2962,1569,3061
2019-06-10,,5889,2601,4167
2019-06-11,,6510,2989,4626
2019-06-12,,6614,2654,3684
2019-06-13,0,4452,1684,2529
2019-06-14,0,4406,1637,2363
2019-06-15,,3276,1140,2507
2019-06-16,,3154,1669,3492
2019-06-17,,6086,2696,4291
2019-06-18,,6488,3019,4726
2019-06-19,,6231,2688,4313
2019-06-20,,4835,1949,3370
2019-06-21,,2044,856,2300
2019-06-22,,1703,672,1673
2019-06-23,,1933,967,2044
2019-06-24,,5317,2585,3947
2019-06-25,,5698,2557,3999
2019-06-26,0,4895,1223,2708
2019-06-27,0,3650,733,2136
2019-06-28,0,4943,1111,3408
2019-06-29,0,3390,628,1953
2019-06-30,0,3010,964,2770
2019-07-01,0,5154,1104,3813
2019-07-02,0,3304,597,2151
2019-07-03,0,4041,696,2410
2019-07-04,0,4979,865,3011
2019-07-05,0,3280,495,1535
2019-07-06,0,1966,430,1069
2019-07-07,0,1983,722,1505
2019-07-08,0,3883,770,2233
2019-07-09,0,3840,1076,2216
2019-07-10,0,4712,1617,3336
2019-07-11,0,3832,1198,2042
2019-07-12,0,3837,1098,2157
2019-07-13,0,2848,962,2095
2019-07-14,0,2441,1076,2082
2019-07-15,0,4062,961,2553
2019-07-16,0,2633,725,1544
2019-07-17,0,4490,1676,3088
2019-07-18,0,4568,1624,3533
2019-07-19,0,3966,1346,2810
2019-07-20,0,3098,1150,2686
2019-07-21,,2760,1384,2966
2019-07-22,0,4087,1391,2641
2019-07-23,286,4735,1827,3485
2019-07-24,1983,4962,1861,3735
2019-07-25,1987,4633,1691,3556
2019-07-26,1712,4370,1555,3198
2019-07-27,1431,3385,1207,3003
2019-07-28,1090,3016,1164,2821
2019-07-29,1892,4595,1894,3167
2019-07-30,1733,4394,1616,2655
2019-07-31,2208,5056,1990,3311
2019-08-01,1680,5361,1821,3330
2019-08-02,2006,4666,1630,2590
2019-08-03,1168,3054,973,1741
2019-08-04,1020,2540,1107,1922
2019-08-05,1990,5693,2611,3767
2019-08-06,2127,5587,2205,3440
2019-08-07,1818,5284,1740,3094
2019-08-08,1382,5892,2361,3569
2019-08-09,1788,5155,1726,2761
2019-08-10,1323,3797,1281,2955
2019-08-11,703,1834,429,879
2019-08-12,1919,5370,2507,3697
2019-08-13,2108,6010,2851,4126
2019-08-14,1973,5135,1900,3116
2019-08-15,2578,6911,2443,3570
2019-08-16,2034,5361,2177,3271
2019-08-17,1468,3411,1238,2363
2019-08-18,1042,2699,1180,2137
2019-08-19,1283,3757,1550,2429
2019-08-20,2316,6031,2667,3991
2019-08-21,2216,6107,2522,3907
2019-08-22,2538,5911,2604,3810
2019-08-23,926,2520,714,1203
2019-08-24,1491,3349,1139,2143
2019-08-25,1221,2850,1533,2561
2019-08-26,2524,5999,2802,3996
2019-08-27,2718,6539,2900,4329
2019-08-28,2673,6294,2795,4564
2019-08-29,2757,6311,2659,4445
2019-08-30,1976,4636,1466,2513
2019-08-31,1407,3375,1083,2103
2019-09-01,1246,2912,1384,2745
2019-09-02,2305,5362,2374,3383
2019-09-03,2456,5732,2381,3665
2019-09-04,2295,5260,2239,3233
2019-09-05,1975,4743,1839,2670
2019-09-06,1614,3829,1252,2109
2019-09-07,863,2238,595,1256
2019-09-08,640,1888,616,1287
2019-09-09,1794,4389,1758,2704
2019-09-10,2548,5958,2776,4205
2019-09-11,1690,4063,1664,2294
2019-09-12,1556,3707,1319,1977
2019-09-13,1426,3407,1264,1822
2019-09-14,1027,2304,662,1184
2019-09-15,335,1215,227,482
2019-09-16,1839,4288,1952,2614
2019-09-17,2000,4533,1898,2756
2019-09-18,1926,4438,1951,2594
2019-09-19,1849,4200,1526,2376
2019-09-20,1550,4015,1340,2023
2019-09-21,725,1738,437,793
2019-09-22,799,1657,741,1379
2019-09-23,1676,4022,1738,2445
2019-09-24,1631,3793,1563,2221
2019-09-25,1410,3321,1306,1830
2019-09-26,1914,4275,1639,2517
2019-09-27,1721,3978,1320,2074
2019-09-28,944,2127,728,1381
2019-09-29,664,1676,471,958
2019-09-30,1796,3691,1487,2269
2019-10-01,1497,3102,1207,1862
2019-10-02,1645,3411,1469,2005
2019-10-03,1244,2401,1045,1495
2019-10-04,1279,2531,966,1338
2019-10-05,643,1545,403,794
2019-10-06,626,1363,439,816
2019-10-07,1540,3117,1318,1866
2019-10-08,1657,3398,1372,1982
2019-10-09,1651,3155,1295,1851
2019-10-10,1719,3242,1253,1869
2019-10-11,1077,2149,786,1234
2019-10-12,615,1345,290,655
2019-10-13,580,1303,563,1008
2019-10-14,811,1750,705,1105
2019-10-15,1388,2847,1114,1756
2019-10-16,1283,2461,976,1484
2019-10-17,959,1901,680,1130
2019-10-18,995,1996,760,1206
2019-10-19,500,999,282,541
2019-10-20,498,908,358,698
2019-10-21,1413,2627,1155,1677
2019-10-22,1396,2597,1060,1680
2019-10-23,1636,3052,1346,2042
2019-10-24,1565,2897,1197,1919
2019-10-25,1157,2216,843,1371
2019-10-26,359,721,170,389
2019-10-27,217,477,174,327
2019-10-28,1057,2146,906,1306
2019-10-29,1102,2149,845,1330
2019-10-30,1068,2218,823,1347
2019-10-31,1180,2171,823,1393
2019-11-01,881,1764,760,1087
2019-11-02,303,665,180,415
2019-11-03,330,699,299,515
2019-11-04,918,1836,865,1198
2019-11-05,905,1687,749,1175
2019-11-06,851,1582,759,1082
2019-11-07,490,1044,590,746
2019-11-08,523,1082,478,681
2019-11-09,327,711,184,428
2019-11-10,181,369,133,283
2019-11-11,837,1685,806,1208
2019-11-12,960,1725,868,1278
2019-11-13,556,1018,497,786
2019-11-14,637,1282,532,933
2019-11-15,834,1728,699,1059
2019-11-16,362,741,184,386
2019-11-17,306,634,249,454
2019-11-18,952,1755,852,1294
2019-11-19,986,1702,760,1276
2019-11-20,942,1819,763,1250
2019-11-21,934,1754,775,1202
2019-11-22,786,1483,526,878
2019-11-23,367,778,200,400
2019-11-24,294,616,217,487
2019-11-25,913,1911,1052,1526
2019-11-26,920,1673,701,1157
2019-11-27,664,1350,448,968
2019-11-28,574,1076,405,779
2019-11-29,524,951,311,705
2019-11-30,187,429,114,257
2019-12-01,153,400,112,251
2019-12-02,611,1090,526,812
2019-12-03,645,1135,464,852
2019-12-04,700,1334,560,1022
2019-12-05,661,1233,497,917
2019-12-06,183,400,72,244
2019-12-07,162,374,74,202
2019-12-08,240,440,166,425
2019-12-09,605,1207,518,887
2019-12-10,521,1021,519,806
2019-12-11,586,1158,508,800
2019-12-12,627,1120,474,894
2019-12-13,608,1070,420,770
2019-12-14,305,538,150,315
2019-12-15,191,345,110,246
2019-12-16,678,1288,614,952
2019-12-17,766,1400,564,989
2019-12-18,458,826,297,614
2019-12-19,689,1325,531,951
2019-12-20,580,1123,409,761
2019-12-21,257,582,147,310
2019-12-22,170,391,88,240
2019-12-23,355,746,214,463
2019-12-24,98,165,69,214
2019-12-25,92,182,106,200
2019-12-26,140,243,111,247
2019-12-27,221,490,148,296
2019-12-28,169,339,118,242
2019-12-29,142,400,107,201
2019-12-30,359,756,257,587
2019-12-31,355,705,277,497
2020-01-01,148,276,152,298
2020-01-02,528,1060,430,772
2020-01-03,345,801,262,502
2020-01-04,247,577,211,355
2020-01-05,188,466,204,342
2020-01-06,178,409,110,253
2020-01-07,617,1247,584,976
2020-01-08,518,1018,408,780
2020-01-09,716,1459,713,1083
2020-01-10,670,1294,545,917
2020-01-11,277,540,189,390
2020-01-12,229,467,135,318
2020-01-13,702,1428,761,1081
2020-01-14,697,1495,718,993
2020-01-15,467,931,382,788
2020-01-16,753,1510,649,1056
2020-01-17,683,1426,560,952
2020-01-18,247,526,142,290
2020-01-19,256,502,242,457
2020-01-20,747,1536,730,1089
2020-01-21,778,1628,711,1185
2020-01-22,615,1423,659,968
2020-01-23,670,1282,575,950
2020-01-24,622,1241,510,802
2020-01-25,308,591,218,415
2020-01-26,238,556,228,454
2020-01-27,538,1072,563,851
2020-01-28,557,1065,504,803
2020-01-29,552,1122,522,801
2020-01-30,515,1062,508,779
2020-01-31,612,1235,519,843
2020-02-01,217,474,106,235
2020-02-02,217,537,192,355
2020-02-03,692,1261,757,1025
2020-02-04,620,1290,660,1000
2020-02-05,671,1280,560,966
2020-02-06,570,1215,597,911
2020-02-07,493,1037,468,718
2020-02-08,195,433,125,247
2020-02-09,162,370,156,220
2020-02-10,431,798,331,623
2020-02-11,699,1302,610,1057
2020-02-12,604,1174,503,845
2020-02-13,697,1310,618,965
2020-02-14,578,1222,505,827
2020-02-15,184,434,128,222
2020-02-16,109,233,62,158
2020-02-17,456,874,379,664
2020-02-18,569,1140,527,824
2020-02-19,611,1247,551,963
2020-02-20,581,1148,567,828
2020-02-21,378,797,335,523
2020-02-22,92,248,52,117
2020-02-23,306,495,316,611
2020-02-24,758,1462,790,1140
2020-02-25,746,1445,729,1143
2020-02-26,707,1432,625,991
2020-02-27,667,1252,633,971
2020-02-28,593,1227,542,842
2020-02-29,255,489,154,273
2020-03-01,108,356,85,199
2020-03-02,613,1227,645,925
2020-03-03,680,1255,713,971
2020-03-04,416,868,460,703
2020-03-05,666,1303,649,940
2020-03-06,689,1314,721,994
2020-03-07,343,729,316,451
2020-03-08,307,682,369,686
2020-03-09,784,1556,923,1259
2020-03-10,598,1135,641,940
2020-03-11,512,951,489,806
2020-03-12,671,1295,726,1080
2020-03-13,537,1181,626,950
2020-03-14,268,718,339,640
2020-03-15,262,498,459,561
2020-03-16,414,932,437,783
2020-03-17,612,1183,597,922
2020-03-18,418,902,467,850
2020-03-19,614,1173,864,1370
2020-03-20,545,927,658,1199
2020-03-21,233,521,318,571
2020-03-22,333,541,792,1111
2020-03-23,531,1019,602,1098
2020-03-24,619,964,701,1245
2020-03-25,573,1023,680,1236
2020-03-26,728,1296,954,1714
2020-03-27,658,1210,915,1498
2020-03-28,674,1143,1696,2240
2020-03-29,499,975,1295,1784
2020-03-30,625,1391,731,1302
2020-03-31,583,1089,619,1121
2020-04-01,699,1555,1089,1712
2020-04-02,638,1130,765,1233
2020-04-03,434,868,462,811
2020-04-04,772,1294,1537,2256
2020-04-05,762,1355,1859,2686
2020-04-06,834,1646,1170,1991
2020-04-07,951,2146,1314,2302
2020-04-08,1025,2206,1441,2428
2020-04-09,957,2164,1151,2037
2020-04-10,769,1634,1828,2494
2020-04-11,859,1641,1863,2571
2020-04-12,152,376,235,393
2020-04-13,879,1547,2060,2757
2020-04-14,565,1121,644,1107
2020-04-15,619,1211,753,1425
2020-04-16,514,968,689,1190
2020-04-17,884,1975,1139,1890
2020-04-18,1032,2181,1902,2853
2020-04-19,976,1922,2122,3024
2020-04-20,1132,2472,1490,2402
2020-04-21,1475,2757,2512,4199
2020-04-22,1326,2936,1911,3147
2020-04-23,1356,2679,1942,3133
2020-04-24,1126,2645,1239,2100
2020-04-25,1107,2248,2033,2940
2020-04-26,794,1669,1575,2116
2020-04-27,1184,2371,1381,2344
2020-04-28,1227,2333,1453,2219
2020-04-29,1000,1912,989,1730
2020-04-30,1340,2353,1211,2181
2020-05-01,873,1663,1406,2136
2020-05-02,824,1753,1269,1772
2020-05-03,954,2263,2383,3363
2020-05-04,1237,2635,1458,2298
2020-05-05,1818,3113,2484,3862
2020-05-06,1655,3194,2161,3615
2020-05-07,1573,3194,1941,3357
2020-05-08,1594,3106,1707,2943
2020-05-09,1557,2830,2391,3834
2020-05-10,923,2641,2168,3399
2020-05-11,682,1544,616,1242
2020-05-12,1430,2599,1610,2653
2020-05-13,1191,2181,1314,2226
2020-05-14,1699,3100,1850,2966
2020-05-15,1433,2498,1426,2258
2020-05-16,568,1063,590,1014
2020-05-17,893,1551,1331,2108
2020-05-18,1607,3441,1982,3153
2020-05-19,1716,3297,1778,2689
2020-05-20,1839,3603,1890,2989
2020-05-21,1334,2531,2137,3427
2020-05-22,1737,3323,2237,3676
2020-05-23,1618,2699,2484,4011
2020-05-24,1023,2313,1593,2519
2020-05-25,2017,3787,2277,3536
2020-05-26,2562,4522,3132,5398
2020-05-27,2510,3990,2856,4632
2020-05-28,1921,3504,1912,3089
2020-05-29,2418,3846,2331,3895
2020-05-30,1982,3257,2410,4255
2020-05-31,1552,2649,2752,4513
2020-06-01,2434,4236,2307,3613
2020-06-02,2702,4687,2659,4578
2020-06-03,3066,5158,2712,4471
2020-06-04,2151,3664,1732,2806
2020-06-05,1752,3062,1342,2261
2020-06-06,1304,2537,1052,1859
2020-06-07,1650,2789,2455,3722
2020-06-08,1724,3190,1563,2428
2020-06-09,2482,4337,2514,3872
2020-06-10,3238,4957,3222,5406
2020-06-11,3129,4973,2841,5279
2020-06-12,3139,4846,2392,4418
2020-06-13,2360,3643,2412,4415
2020-06-14,1820,2829,2596,4633
2020-06-15,2936,4758,2693,4838
2020-06-16,2859,4651,2350,4080
2020-06-17,3177,4839,2486,4456
2020-06-18,1710,2913,1260,2456
2020-06-19,1262,1998,1306,2944
2020-06-20,1147,1565,1333,2538
2020-06-21,1023,1842,1381,2570
2020-06-22,2462,4110,2242,4104
2020-06-23,2944,4934,2776,4770
2020-06-24,3127,5140,2909,5070
2020-06-25,3145,5109,2679,4317
2020-06-26,2869,4785,2141,3895
2020-06-27,2487,3923,2232,4255
2020-06-28,1906,2926,2246,4513
2020-06-29,2058,3540,1726,3613
2020-06-30,769,1324,743,4578
2020-07-01,1799,2986,1320,4471
2020-07-02,2296,3804,1623,2806
2020-07-03,2523,4328,1853,3049
2020-07-04,960,1622,616,1116
2020-07-05,955,1711,1067,1695
2020-07-06,1921,3334,1499,2624
2020-07-07,1738,3076,1464,2353
2020-07-08,2005,3433,1615,2553
2020-07-09,2043,3302,1565,2512
2020-07-10,2265,3738,1935,2964
2020-07-11,649,1165,358,606
2020-07-12,1502,2628,2087,3008
2020-07-13,1563,2840,1267,2038
2020-07-14,2147,3723,1782,3057
2020-07-15,2400,4000,2049,3417
2020-07-16,2250,3896,1925,3324
2020-07-17,2336,3768,1768,3098
2020-07-18,2037,2974,1614,3020
2020-07-19,1521,2429,1633,2851
2020-07-20,1918,3298,1704,2893
2020-07-21,2119,3467,1535,3207
2020-07-22,1948,3374,1594,2482
2020-07-23,1584,2771,1186,2002
2020-07-24,1143,2031,723,1283
2020-07-25,1401,2189,1006,1859
2020-07-26,1701,2465,1941,3276
2020-07-27,2243,3850,1914,3474
2020-07-28,1407,2388,1001,1788
2020-07-29,1506,2428,1279,2131
2020-07-30,2150,3437,1647,2757
2020-07-31,2202,3619,1731,2959
2020-08-01,2081,2923,1538,2696
2020-08-02,1365,2099,1416,1929
2020-08-03,1984,3071,1605,2799
2020-08-04,2432,4136,1813,2963
2020-08-05,3048,4723,2345,3962
2020-08-06,2682,4477,1942,3203
2020-08-07,2819,4268,1996,3315
2020-08-08,2323,3318,1997,3702
2020-08-09,1925,2826,2121,3716
2020-08-10,3004,5037,2626,4282
