date,Etel√§esplanadi,Kaivokatu,Kuusisaarentie,Merikannontie
2020-08-11,3164,4995,2549,4012
2020-08-12,2952,4841,2364,3657
2020-08-13,2932,4680,2199,3601
2020-08-14,2937,4726,2136,3505
2020-08-15,2600,3526,1868,3476
2020-08-16,2149,2996,2331,4199
2020-08-17,3275,5280,2690,4606
2020-08-18,3528,5458,2878,4569
2020-08-19,3632,5589,2920,4927
2020-08-20,3771,5673,2845,4715
2020-08-21,3397,5194,2410,4335
2020-08-22,957,1649,478,799
2020-08-23,1779,2634,1976,3171
2020-08-24,2474,3879,1700,2741
2020-08-25,2852,4573,2215,3495
2020-08-26,3260,5155,2458,3819
2020-08-27,3233,5084,2392,3874
2020-08-28,3011,4575,1911,3008
2020-08-29,1943,2777,1261,2119
2020-08-30,918,1461,704,1163
2020-08-31,2254,3684,1637,2559
2020-09-01,3178,5103,2589,4102
2020-09-02,3063,5091,2206,3456
2020-09-03,2576,3938,1522,2550
2020-09-04,2297,3555,1349,2314
2020-09-05,1241,1859,693,1242
2020-09-06,1051,1697,1000,1677
2020-09-07,2548,3905,1971,3263
2020-09-08,1748,2946,1196,2055
2020-09-09,2072,3400,1480,2437
2020-09-10,2461,4048,1703,2769
2020-09-11,2383,4061,1774,2878
2020-09-12,721,1278,347,715
2020-09-13,1234,2058,1485,2411
2020-09-14,2667,4332,2186,3467
2020-09-15,2842,4569,2243,3661
2020-09-16,2334,3617,1472,2612
2020-09-17,1238,2038,625,1174
2020-09-18,2250,3721,1667,2573
2020-09-19,1499,2523,1227,1972
2020-09-20,1214,2053,1296,2008
2020-09-21,2479,3975,1836,2905
2020-09-22,2579,4184,1960,3224
2020-09-23,2713,4542,2213,3372
2020-09-24,2882,4713,2086,3499
2020-09-25,2364,3635,1467,2453
2020-09-26,1766,2618,1484,2284
2020-09-27,1546,2178,1776,2725
2020-09-28,2608,3961,2054,3279
2020-09-29,2434,3794,1758,2854
2020-09-30,2606,4037,1804,3229
2020-10-01,2725,3906,1878,3022
2020-10-02,2362,3945,1775,2579
2020-10-03,1570,2179,815,1878
2020-10-04,633,997,424,811
2020-10-05,2597,3783,1924,3267
2020-10-06,2168,3206,1358,2269
2020-10-07,2600,3815,1860,3063
2020-10-08,2182,3126,1263,2269
2020-10-09,1769,2501,1035,1854
2020-10-10,1538,2193,1249,2014
2020-10-11,886,1327,809,1352
2020-10-12,1783,2951,1241,2212
2020-10-13,1998,3067,1345,2441
2020-10-14,1904,2981,1386,2305
2020-10-15,1701,2818,1175,2090
2020-10-16,1478,2538,1010,1777
2020-10-17,937,1573,817,1279
2020-10-18,751,1170,726,1212
2020-10-19,1546,2331,1014,1811
2020-10-20,1690,2705,1115,2094
2020-10-21,1274,2056,716,1442
2020-10-22,1007,1563,518,1187
2020-10-23,1536,2451,869,1708
2020-10-24,1058,1633,784,1280
2020-10-25,797,1251,811,1127
2020-10-26,1538,2525,1019,2007
2020-10-27,1331,1989,800,1715
2020-10-28,1712,2710,1142,2205
2020-10-29,1867,2717,1115,2232
2020-10-30,1559,2610,1044,1856
2020-10-31,801,1369,658,1490
2020-11-01,691,1093,737,1304
2020-11-02,1129,1910,792,1509
2020-11-03,1485,2390,1008,2058
2020-11-04,1355,2133,918,1721
2020-11-05,1555,2256,971,1855
2020-11-06,1473,2294,1032,1931
2020-11-07,961,1527,853,1485
2020-11-08,599,1022,727,1293
2020-11-09,1416,2275,1001,1901
2020-11-10,1507,2286,941,1968
2020-11-11,1270,1871,739,1626
2020-11-12,1508,2246,899,1955
2020-11-13,1315,2169,788,1577
2020-11-14,805,1271,560,1004
2020-11-15,649,1060,578,1059
2020-11-16,1298,1950,817,1588
2020-11-17,967,1519,569,1242
2020-11-18,1303,2149,775,1793
2020-11-19,684,1264,374,880
2020-11-20,757,1216,483,900
2020-11-21,418,715,250,486
2020-11-22,546,914,627,987
2020-11-23,1097,1809,774,1573
2020-11-24,1139,1813,780,1612
2020-11-25,934,1466,553,1168
2020-11-26,998,1509,556,1343
2020-11-27,983,1639,582,1181
2020-11-28,601,920,412,859
2020-11-29,322,585,229,444
2020-11-30,643,947,375,932
2020-12-01,770,1146,439,1199
2020-12-02,1029,1354,648,1234
2020-12-03,868,1366,511,1122
2020-12-04,655,959,382,789
2020-12-05,474,722,333,675
2020-12-06,374,561,347,784
2020-12-07,857,1329,608,1247
2020-12-08,945,1425,602,1276
2020-12-09,890,1378,456,1150
2020-12-10,864,1349,490,1101
2020-12-11,751,1149,425,907
2020-12-12,385,734,323,669
2020-12-13,336,560,324,621
2020-12-14,793,1266,384,1152
2020-12-15,813,1217,458,1099
2020-12-16,636,982,344,898
2020-12-17,889,1399,505,1173
2020-12-18,603,843,250,720
2020-12-19,475,773,292,619
2020-12-20,279,500,285,482
2020-12-21,660,1156,388,819
2020-12-22,707,1228,361,918
2020-12-23,450,725,197,524
2020-12-24,204,335,175,491
2020-12-25,109,213,183,321
2020-12-26,172,326,205,421
2020-12-27,173,305,146,301
2020-12-28,401,697,294,571
2020-12-29,337,523,177,474
2020-12-30,323,582,172,468
2020-12-31,379,568,209,514
2021-01-01,248,366,306,469
2021-01-02,230,445,218,404
2021-01-03,90,174,127,185
2021-01-04,234,558,257,526
2021-01-05,297,622,263,570
2021-01-06,139,297,185,301
2021-01-07,351,635,354,596
2021-01-08,363,705,317,615
2021-01-09,177,317,166,282
2021-01-10,90,270,157,223
2021-01-11,260,557,273,530
2021-01-12,84,212,179,276
2021-01-13,60,182,142,246
2021-01-14,151,309,200,343
2021-01-15,124,241,124,228
2021-01-16,79,209,59,154
2021-01-17,55,199,84,145
2021-01-18,245,509,259,560
2021-01-19,183,425,296,459
2021-01-20,166,466,253,453
2021-01-21,88,275,188,285
2021-01-22,140,434,183,261
2021-01-23,98,274,84,164
2021-01-24,69,226,125,225
2021-01-25,197,471,266,455
2021-01-26,237,577,267,549
2021-01-27,269,542,293,495
2021-01-28,223,512,298,521
2021-01-29,215,498,280,493
2021-01-30,72,173,93,142
2021-01-31,50,151,72,105
2021-02-01,172,454,295,526
2021-02-02,223,507,312,527
2021-02-03,,406,228,394
2021-02-04,,485,232,410
2021-02-05,,376,186,347
2021-02-06,,228,84,150
2021-02-07,,210,95,160
2021-02-08,,490,319,537
2021-02-09,0,436,288,484
2021-02-10,0,474,249,463
2021-02-11,0,346,206,401
2021-02-12,0,356,201,363
2021-02-13,0,242,148,225
2021-02-14,0,179,131,216
2021-02-15,0,423,340,473
2021-02-16,0,523,419,587
2021-02-17,0,451,236,450
2021-02-18,0,361,204,377
2021-02-19,0,474,280,409
2021-02-20,,198,123,166
2021-02-21,0,130,72,157
2021-02-22,0,298,177,271
2021-02-23,0,251,115,230
2021-02-24,0,323,193,270
2021-02-25,,331,166,326
2021-02-26,0,416,220,382
2021-02-27,0,356,267,362
2021-02-28,0,374,287,493
2021-03-01,,722,405,722
2021-03-02,,845,573,825
2021-03-03,,826,539,775
2021-03-04,,692,428,684
2021-03-05,,705,372,581
2021-03-06,,267,138,220
2021-03-07,,199,126,209
2021-03-08,,508,360,512
2021-03-09,,243,207,306
2021-03-10,,313,178,331
2021-03-11,,501,278,405
2021-03-12,,370,231,316
2021-03-13,,306,159,261
2021-03-14,,170,117,175
2021-03-15,,447,296,497
2021-03-16,0,546,398,607
2021-03-17,0,535,378,589
2021-03-18,0,568,382,634
2021-03-19,0,610,395,556
2021-03-20,0,299,144,197
2021-03-21,0,354,244,349
2021-03-22,0,703,510,796
2021-03-23,0,815,615,896
2021-03-24,0,786,444,690
2021-03-25,0,1011,712,965
2021-03-26,0,1024,684,905
2021-03-27,0,952,1005,1307
2021-03-28,,,,
2021-03-29,0,793,443,726
2021-03-30,0,1246,867,1340
2021-03-31,,1275,907,1327
2021-04-01,969,1711,1108,1843
2021-04-02,517,764,881,1381
2021-04-03,726,1026,1184,1764
2021-04-04,646,908,1244,1637
2021-04-05,176,455,193,333
2021-04-06,779,1349,693,1208
2021-04-07,1046,1462,1026,1649
2021-04-08,1295,2028,1329,2259
2021-04-09,496,784,370,640
2021-04-10,465,784,529,798
2021-04-11,1017,1644,2164,3126
2021-04-12,1362,2109,1388,2217
2021-04-13,1420,2140,1440,2337
2021-04-14,1596,2333,1593,2600
2021-04-15,1683,2433,1703,2840
2021-04-16,1629,2479,1747,2878
2021-04-17,1514,2129,2295,3697
2021-04-18,1430,1985,2510,3896
2021-04-19,1876,2700,1953,3177
2021-04-20,1862,2816,2057,2993
2021-04-21,1977,2974,2039,3184
2021-04-22,1752,2670,1769,2734
2021-04-23,803,1289,579,981
2021-04-24,510,771,446,694
2021-04-25,648,990,852,1315
2021-04-26,1132,1727,1044,1607
2021-04-27,1492,2135,1329,2148
2021-04-28,1671,2483,1546,2433
2021-04-29,1830,2673,1460,2377
2021-04-30,1848,2508,1318,2218
2021-05-01,1127,1508,1066,1794
2021-05-02,1186,1577,1836,2518
2021-05-03,1811,2512,1520,2349
2021-05-04,1910,2757,1770,2730
2021-05-05,1092,1503,781,1239
2021-05-06,1624,2177,1043,1869
2021-05-07,1510,2252,1123,1850
2021-05-08,1224,1677,1119,1897
2021-05-09,1024,1402,1496,2188
2021-05-10,1776,2452,1609,2480
2021-05-11,2729,3961,2700,4431
2021-05-12,2899,3685,2564,4104
2021-05-13,2136,2672,2522,4256
2021-05-14,2030,2928,1659,2611
2021-05-15,1458,2091,1276,2027
2021-05-16,1549,2081,2293,3361
2021-05-17,1471,2115,1201,1854
2021-05-18,1829,2693,1455,2410
2021-05-19,1414,2034,1048,1802
2021-05-20,1882,2800,1450,2333
2021-05-21,1420,2065,911,1671
2021-05-22,1935,2605,1793,2907
2021-05-23,1226,1843,1646,2318
2021-05-24,2445,3397,2346,3315
2021-05-25,2545,3749,2455,3628
2021-05-26,765,1016,488,867
2021-05-27,2061,2769,1533,2528
2021-05-28,2400,3333,1892,3020
2021-05-29,1987,2646,1926,2898
2021-05-30,1538,2205,2175,3333
2021-05-31,2051,2951,1625,2516
2021-06-01,2766,4109,2585,4085
2021-06-02,2988,4379,2792,4421
2021-06-03,2947,4434,2508,4003
2021-06-04,2884,4349,2199,4066
2021-06-05,2137,2968,1906,3465
2021-06-06,1497,2047,1778,2705
2021-06-07,2626,3406,2109,3477
2021-06-08,3093,4241,2820,4486
2021-06-09,3194,4838,2658,4721
2021-06-10,3208,4492,2643,4605
2021-06-11,3052,4303,2253,4229
2021-06-12,1777,2736,1283,1973
2021-06-13,1345,1864,1199,1992
2021-06-14,2809,3966,2201,3513
2021-06-15,2873,4184,2091,3530
2021-06-16,3104,4760,2336,3582
2021-06-17,3189,4472,2378,3956
2021-06-18,3328,4420,2070,3783
2021-06-19,2497,3348,1967,3738
2021-06-20,1954,2659,1978,3784
2021-06-21,2958,4160,2343,4343
2021-06-22,3209,4413,2309,4470
2021-06-23,2600,3356,1750,2701
2021-06-24,2305,3229,1594,2544
2021-06-25,1256,1658,1008,2020
2021-06-26,1222,1514,1177,2154
2021-06-27,1009,1581,1137,2073
2021-06-28,2401,3449,1979,3550
2021-06-29,2930,3933,2246,3985
2021-06-30,2700,3755,1856,2923
2021-07-01,2856,3967,2159,3529
2021-07-02,2706,3830,1776,3109
2021-07-03,2280,3138,1714,3328
2021-07-04,1979,2594,1834,3400
2021-07-05,2496,3651,2050,3614
2021-07-06,2663,3657,1883,3145
2021-07-07,2676,3708,2068,3569
2021-07-08,2039,2924,1323,2465
2021-07-09,2419,3175,1611,2688
2021-07-10,2231,2763,1498,3001
2021-07-11,1632,2455,1524,2816
2021-07-12,2290,3471,1756,3216
2021-07-13,2547,3783,2092,3643
2021-07-14,2517,3648,1861,3400
2021-07-15,2549,3338,1603,3114
2021-07-16,2225,3234,1462,2631
2021-07-17,1865,2744,1516,2592
2021-07-18,1579,2038,1340,2099
2021-07-19,1993,3100,1638,2481
2021-07-20,1732,2667,1273,1925
2021-07-21,2197,3395,1615,2459
2021-07-22,2227,3079,1593,2413
2021-07-23,2251,2979,1322,2177
2021-07-24,1974,2603,1324,2096
2021-07-25,1675,2319,1631,2470
2021-07-26,2335,3255,1798,3259
2021-07-27,2571,3546,1979,3634
2021-07-28,1254,1780,807,1369
2021-07-29,2246,3149,1430,2498
2021-07-30,1029,1556,485,914
2021-07-31,1852,2373,1471,2341
2021-08-01,1332,1896,1135,1888
2021-08-02,2380,3395,1727,2738
2021-08-03,2304,3648,1599,2576
2021-08-04,2541,3677,1845,2758
2021-08-05,2878,3753,1901,3170
2021-08-06,3047,4030,1707,3851
2021-08-07,654,961,303,565
2021-08-08,1356,1986,1318,2119
2021-08-09,2371,3520,1763,2575
2021-08-10,2758,4032,2087,3354
2021-08-11,2956,4240,2163,3297
2021-08-12,2742,4142,1768,2871
2021-08-13,3033,3881,2035,3112
2021-08-14,1564,2074,973,1630
2021-08-15,1039,1528,792,1193
2021-08-16,2632,3859,2065,3058
2021-08-17,1616,2394,1032,1780
2021-08-18,1716,2249,1033,1604
2021-08-19,1680,2353,970,1643
2021-08-20,2447,3663,1672,2693
2021-08-21,1230,1654,750,1340
2021-08-22,1136,1712,1258,1818
2021-08-23,2405,3489,1810,2641
2021-08-24,2504,3753,1913,3017
2021-08-25,746,949,403,746
2021-08-26,1221,1762,677,1175
2021-08-27,1690,2455,1031,1605
2021-08-28,1563,2113,1175,1573
2021-08-29,1276,1931,1359,1943
2021-08-30,2584,3655,2163,3171
2021-08-31,2728,3931,2254,3343
2021-09-01,2474,3665,1841,2747
2021-09-02,2151,3242,1588,2367
2021-09-03,1778,2733,1121,1706
2021-09-04,1324,1965,926,1494
2021-09-05,1029,1500,882,1393
2021-09-06,2073,3165,1612,2375
2021-09-07,2211,3387,1719,2603
2021-09-08,2215,3237,1615,2390
2021-09-09,2379,3583,1794,2636
2021-09-10,2135,3331,1502,2271
2021-09-11,1312,1858,942,1429
2021-09-12,445,780,336,538
2021-09-13,1649,2676,1348,2077
2021-09-14,2105,3122,1675,2436
2021-09-15,2116,2986,1581,2337
2021-09-16,2916,4527,1715,2454
2021-09-17,2496,4247,1380,1824
2021-09-18,1052,1784,662,1084
2021-09-19,841,1390,750,1157
2021-09-20,1884,2884,1356,1872
2021-09-21,1967,3047,1493,2228
2021-09-22,2120,3127,1501,2403
2021-09-23,1887,2680,1160,1929
2021-09-24,1123,1745,541,1016
2021-09-25,1017,1616,627,1049
2021-09-26,1094,1611,1388,2051
2021-09-27,2106,2992,1692,2585
2021-09-28,2065,3137,1456,2363
2021-09-29,2070,3236,1378,2203
2021-09-30,1939,3025,1282,2074
2021-10-01,1417,2300,850,1394
2021-10-02,1173,1893,494,1436
2021-10-03,1066,1652,1098,1564
2021-10-04,2110,2990,1269,2274
2021-10-05,1263,2027,630,1379
2021-10-06,2194,3120,1224,2250
2021-10-07,1817,2674,1016,1749
2021-10-08,1756,2753,984,1753
2021-10-09,949,1638,549,1017
2021-10-10,807,1000,499,1011
2021-10-11,1722,2465,1037,1928
2021-10-12,1328,2007,792,1481
2021-10-13,1655,2468,1031,1787
2021-10-14,1850,2764,1125,1911
2021-10-15,1126,1626,468,956
2021-10-16,915,1392,613,1072
2021-10-17,683,1056,665,1067
2021-10-18,1432,2245,923,1556
2021-10-19,1518,2408,951,1692
2021-10-20,607,854,268,666
2021-10-21,1144,1865,732,1266
2021-10-22,694,984,268,599
2021-10-23,605,904,318,606
2021-10-24,566,820,404,704
2021-10-25,1376,2218,833,1644
2021-10-26,1641,2468,960,1897
2021-10-27,1297,2052,741,1474
2021-10-28,1376,2197,806,1489
2021-10-29,1394,2280,820,1523
2021-10-30,822,1322,569,932
2021-10-31,692,1200,582,1064
2021-11-01,1506,2294,1154,1916
2021-11-02,1628,2549,1207,2028
2021-11-03,1165,1650,634,1212
2021-11-04,1436,2067,835,1483
2021-11-05,754,1081,318,733
2021-11-06,640,1006,437,1030
2021-11-07,363,595,264,514
2021-11-08,1114,1900,783,1442
2021-11-09,959,1589,613,1206
2021-11-10,901,1495,504,1084
2021-11-11,1176,2086,831,1449
2021-11-12,1028,1761,697,1181
2021-11-13,559,921,352,678
2021-11-14,531,809,406,839
2021-11-15,1045,1661,687,1243
2021-11-16,1181,1900,711,1411
2021-11-17,936,1584,551,1170
2021-11-18,898,1334,466,971
2021-11-19,865,1407,445,964
2021-11-20,560,867,328,591
2021-11-21,422,670,278,557
2021-11-22,930,1481,575,1066
2021-11-23,772,1351,459,938
2021-11-24,894,1442,505,1008
2021-11-25,809,1291,421,854
2021-11-26,668,1124,345,671
2021-11-27,361,558,157,346
2021-11-28,259,413,139,288
2021-11-29,538,938,403,694
2021-11-30,472,877,368,698
2021-12-01,445,801,351,610
2021-12-02,474,844,332,624
2021-12-03,367,721,222,490
2021-12-04,203,365,75,191
2021-12-05,113,232,44,139
2021-12-06,123,181,76,147
2021-12-07,342,602,232,513
2021-12-08,311,560,222,459
2021-12-09,435,749,293,565
2021-12-10,335,640,265,459
2021-12-11,165,308,94,177
2021-12-12,128,287,80,165
2021-12-13,387,719,279,501
2021-12-14,400,629,182,518
2021-12-15,523,869,287,649
2021-12-16,605,1057,367,758
2021-12-17,575,1001,307,722
2021-12-18,377,534,159,369
2021-12-19,223,379,179,312
2021-12-20,408,725,287,519
2021-12-21,338,618,236,457
2021-12-22,330,547,155,402
2021-12-23,239,453,124,275
2021-12-24,41,77,46,101
2021-12-25,34,77,25,81
2021-12-26,46,112,34,101
2021-12-27,132,247,96,200
2021-12-28,141,356,126,293
2021-12-29,136,351,155,279
2021-12-30,135,313,135,244
2021-12-31,94,286,102,204
2022-01-01,67,136,95,121
2022-01-02,50,169,70,133
2022-01-03,156,417,173,347
2022-01-04,168,385,196,312
2022-01-05,143,410,162,308
2022-01-06,71,219,95,166
2022-01-07,139,339,138,265
2022-01-08,56,180,86,156
2022-01-09,65,208,81,138
2022-01-10,176,445,266,375
2022-01-11,177,389,239,399
2022-01-12,209,462,259,447
2022-01-13,203,539,273,466
2022-01-14,208,478,243,354
2022-01-15,130,258,105,257
2022-01-16,87,168,85,167
2022-01-17,153,404,221,362
2022-01-18,216,506,298,454
2022-01-19,205,489,315,447
2022-01-20,159,346,203,360
2022-01-21,166,385,242,324
2022-01-22,95,252,111,211
2022-01-23,54,176,72,117
2022-01-24,174,460,244,355
2022-01-25,220,522,286,458
2022-01-26,167,477,238,375
2022-01-27,174,446,257,401
2022-01-28,172,495,224,324
2022-01-29,74,209,79,96
2022-01-30,30,120,31,47
2022-01-31,104,399,180,247
2022-02-01,179,450,222,245
2022-02-02,199,468,288,372
2022-02-03,170,524,277,398
2022-02-04,195,468,235,333
2022-02-05,19,84,16,42
2022-02-06,34,120,45,62
2022-02-07,94,427,200,290
2022-02-08,153,497,248,313
2022-02-09,156,562,267,326
2022-02-10,175,505,275,331
2022-02-11,151,491,267,293
2022-02-12,68,265,89,152
2022-02-13,48,185,44,69
2022-02-14,146,440,192,231
2022-02-15,148,509,180,252
2022-02-16,134,583,176,267
2022-02-17,130,398,144,228
2022-02-18,157,455,143,194
2022-02-19,74,214,57,99
2022-02-20,104,233,63,120
2022-02-21,90,307,104,150
2022-02-22,65,248,41,143
2022-02-23,93,340,132,256
2022-02-24,111,345,152,223
2022-02-25,53,281,92,156
2022-02-26,41,221,56,115
2022-02-27,48,176,61,75
2022-02-28,156,537,266,290
2022-03-01,208,635,324,370
2022-03-02,181,615,302,361
2022-03-03,199,594,314,404
2022-03-04,210,598,263,313
2022-03-05,120,362,96,157
2022-03-06,107,273,89,170
2022-03-07,244,650,360,409
2022-03-08,137,462,208,282
2022-03-09,175,558,274,281
2022-03-10,158,573,284,334
2022-03-11,188,596,243,285
2022-03-12,136,366,147,210
2022-03-13,123,347,138,185
2022-03-14,336,846,421,518
2022-03-15,374,859,415,581
2022-03-16,383,988,424,613
2022-03-17,373,823,419,591
2022-03-18,345,806,314,458
2022-03-19,234,601,162,308
2022-03-20,274,616,317,468
2022-03-21,531,1121,475,710
2022-03-22,569,1160,515,766
2022-03-23,558,1164,502,749
2022-03-24,575,1186,490,709
2022-03-25,489,1021,376,587
2022-03-26,180,403,143,201
2022-03-27,,,,
2022-03-28,363,731,358,524
2022-03-29,461,932,452,651
2022-03-30,522,961,428,631
2022-03-31,548,993,469,670
2022-04-01,613,1089,447,656
2022-04-02,473,761,361,588
2022-04-03,386,792,479,640
2022-04-04,528,890,337,542
2022-04-05,258,504,226,337
2022-04-06,450,838,314,488
2022-04-07,407,823,359,534
2022-04-08,441,785,273,456
2022-04-09,432,671,228,394
2022-04-10,341,604,355,542
2022-04-11,932,1619,819,1161
2022-04-12,994,1868,915,1336
2022-04-13,1064,1834,920,1225
2022-04-14,564,996,371,594
2022-04-15,469,785,490,774
2022-04-16,598,904,608,925
2022-04-17,509,902,828,1180
2022-04-18,762,1342,1245,1644
2022-04-19,1494,2376,1410,1928
2022-04-20,1575,2719,1588,2127
2022-04-21,1660,2865,1547,2151
2022-04-22,1553,2701,1380,2025
2022-04-23,985,1705,913,1366
2022-04-24,855,1439,1118,1775
2022-04-25,1559,2504,1411,2009
2022-04-26,1861,2965,1564,2232
2022-04-27,1676,2677,1244,1893
2022-04-28,1374,2352,1000,1516
2022-04-29,1424,2521,947,1563
2022-04-30,997,1485,713,1072
2022-05-01,1054,1388,679,1267
2022-05-02,1485,2616,1282,1922
2022-05-03,1610,2757,1386,1930
2022-05-04,1679,3120,1509,2119
2022-05-05,1656,2852,1328,1993
2022-05-06,1734,3139,1529,2458
2022-05-07,776,1300,595,985
2022-05-08,747,1449,1019,1516
2022-05-09,1751,3033,1604,2232
2022-05-10,2091,3463,1800,2613
2022-05-11,1233,2238,1008,1583
2022-05-12,1869,3098,1346,2073
2022-05-13,1813,3000,1485,2060
2022-05-14,1139,1951,718,1559
2022-05-15,994,1666,1262,1782
2022-05-16,1897,3312,1814,2403
2022-05-17,2013,3426,1731,2338
2022-05-18,2383,3834,2230,3086
2022-05-19,2144,3626,1969,2790
2022-05-20,1904,3302,1404,2050
2022-05-21,1312,2210,1081,1847
2022-05-22,1018,1777,1341,2142
2022-05-23,2328,3982,2347,3368
2022-05-24,2665,4368,2553,3847
2022-05-25,2223,3926,2068,3010
2022-05-26,603,994,434,725
2022-05-27,763,1464,566,863
2022-05-28,771,1167,439,859
2022-05-29,1422,2085,1198,1865
2022-05-30,2502,4263,2469,3538
2022-05-31,1193,1976,888,1338
2022-06-01,2305,3845,2075,2929
2022-06-02,1058,1772,702,1090
2022-06-03,2169,3400,1544,2414
2022-06-04,1248,2107,706,1304
2022-06-05,1142,2043,1688,2492
2022-06-06,2418,4119,2478,3771
2022-06-07,2721,4447,2746,3875
2022-06-08,2065,3352,1559,2395
2022-06-09,2626,4310,2247,3394
2022-06-10,2264,3564,1846,2893
2022-06-11,1912,2950,1507,2785
2022-06-12,1630,2476,1785,2823
2022-06-13,2318,3929,2142,3380
2022-06-14,2505,4304,2223,3220
2022-06-15,2611,4373,2337,3397
2022-06-16,2569,4438,2212,3223
2022-06-17,2400,3971,1827,2979
2022-06-18,600,979,342,566
2022-06-19,1317,2134,1486,2487
2022-06-20,1926,3159,1574,2310
2022-06-21,2702,4232,2373,3442
2022-06-22,2550,4066,2179,3138
2022-06-23,1877,3161,1469,2279
2022-06-24,1152,1663,1000,2113
2022-06-25,1110,1576,1210,2248
2022-06-26,1107,1749,1143,2481
2022-06-27,2110,3599,2021,3584
2022-06-28,2477,4015,2190,3664
2022-06-29,2538,4126,1974,3290
2022-06-30,2628,4267,2216,3450
2022-07-01,2413,3764,1510,2502
2022-07-02,1857,3037,1288,2487
2022-07-03,1574,2332,1531,2772
2022-07-04,2146,3470,1978,3240
2022-07-05,2155,3415,1775,2728
2022-07-06,1983,3506,1646,2455
2022-07-07,2048,3260,1560,2406
2022-07-08,1697,2932,1320,2110
2022-07-09,1249,1821,954,1410
2022-07-10,1287,1992,1536,2403
2022-07-11,1785,3045,1577,2461
2022-07-12,1785,3126,1370,2132
2022-07-13,1598,2599,1159,1746
2022-07-14,1684,2757,1316,2053
2022-07-15,1329,2321,970,1387
2022-07-16,1006,1510,794,1047
2022-07-17,862,1285,670,1038
2022-07-18,1465,2517,1250,2050
2022-07-19,1566,2778,1288,2161
2022-07-20,2121,3177,1717,2803
2022-07-21,2038,3129,1626,2925
2022-07-22,1873,2872,1445,2549
2022-07-23,1498,2113,1079,1676
2022-07-24,974,1546,720,1173
2022-07-25,1925,3118,1840,2756
2022-07-26,1400,2272,1028,1641
2022-07-27,1939,3120,1405,2180
2022-07-28,1775,2706,1185,1801
2022-07-29,1657,2770,1201,1876
2022-07-30,1397,2058,1123,1659
2022-07-31,1269,1919,1347,2125
